Date,Open,High,Low,Close,Adj Close,Volume
2013-01-07,66.459999,66.760002,66.250000,66.650002,60.403816,26766200
2013-01-08,66.639999,66.820000,66.169998,66.519997,60.285992,28734900
2013-01-09,66.620003,66.949997,66.550003,66.769997,60.512566,25600300
2013-01-10,67.230003,67.269997,66.550003,67.169998,60.875072,37528000
2013-01-11,67.139999,67.290001,67.000000,67.260002,60.956657,21158600
2013-01-14,66.919998,67.150002,66.669998,66.959999,60.684734,36768500
2013-01-15,66.629997,66.730003,66.330002,66.629997,60.385693,31675300
2013-01-16,66.720001,67.129997,66.599998,66.900002,60.630390,33822300
2013-01-17,67.169998,67.480003,67.059998,67.220001,60.920395,32024200
2013-01-18,67.019997,67.139999,66.769997,67.070000,60.784454,31992000
2013-01-22,67.139999,67.230003,66.730003,67.180000,60.884140,32123100
2013-01-23,67.559998,67.790001,67.459999,67.589996,61.255707,31975700
2013-01-24,66.660004,67.279999,66.559998,66.660004,60.412880,42596300
2013-01-25,66.870003,67.190002,66.739998,67.000000,60.721020,39240100
2013-01-28,67.010002,67.379997,66.930000,67.150002,60.856964,32926100
2013-01-29,67.070000,67.309998,66.629997,67.160004,60.866043,35554700
2013-01-30,67.279999,67.480003,66.870003,67.019997,60.739140,34445000
2013-01-31,66.989998,67.349998,66.809998,66.870003,60.603195,34870500
2013-02-01,67.339996,67.779999,67.070000,67.660004,61.319153,53120800
2013-02-04,67.269997,67.459999,66.459999,66.480003,60.249741,48483700
2013-02-05,66.769997,67.669998,66.610001,67.459999,61.137894,35120300
2013-02-06,67.239998,67.550003,67.040001,67.239998,60.938526,43593200
2013-02-07,67.320000,67.370003,66.559998,67.300003,60.992901,46017900
2013-02-08,67.639999,68.129997,67.629997,67.989998,61.618248,39837200
2013-02-11,68.029999,68.059998,67.779999,68.010002,61.636375,17650400
2013-02-12,67.919998,68.050003,67.660004,67.730003,61.382599,22057900
2013-02-13,67.930000,68.230003,67.769997,67.970001,61.600105,23494700
2013-02-14,67.660004,68.050003,67.620003,67.949997,61.581974,24478800
2013-02-15,67.940002,68.110001,67.559998,67.750000,61.400726,25333600
2013-02-19,67.879997,68.260002,67.860001,68.239998,61.844807,23436500
2013-02-20,68.220001,68.250000,67.180000,67.190002,60.893215,38200300
2013-02-21,66.940002,67.010002,66.230003,66.470001,60.240685,45855600
2013-02-22,66.849998,67.150002,66.589996,67.139999,60.847904,21968000
2013-02-25,67.570000,67.809998,66.250000,66.309998,60.095688,40927600
2013-02-26,66.400002,66.680000,65.959999,66.559998,60.322239,42088800
2013-02-27,66.559998,67.650002,66.470001,67.239998,60.938526,36339500
2013-02-28,67.250000,67.739998,67.089996,67.099998,60.811642,28557300
2013-03-01,66.870003,67.500000,66.540001,67.379997,61.065399,31617200
2013-03-04,67.160004,67.690002,67.070000,67.680000,61.337292,19380500
2013-03-05,68.080002,68.769997,68.080002,68.680000,62.243572,35581900
2013-03-06,68.889999,68.910004,68.419998,68.510002,62.089512,29071100
2013-03-07,68.589996,68.800003,68.449997,68.690002,62.252640,21775900
2013-03-08,68.919998,69.019997,68.500000,68.769997,62.325130,26159900
2013-03-11,68.680000,68.989998,68.470001,68.970001,62.506382,23187900
2013-03-12,68.769997,68.930000,68.389999,68.720001,62.279823,27575400
2013-03-13,68.809998,68.889999,68.389999,68.629997,62.198257,34297300
2013-03-14,68.870003,69.010002,68.709999,68.860001,62.406700,31530800
2013-03-15,68.750000,68.790001,68.339996,68.510002,62.233227,30752600
2013-03-18,67.879997,68.639999,67.730003,68.360001,62.096943,36163000
2013-03-19,68.570000,68.699997,67.620003,68.230003,61.978855,33125100
2013-03-20,68.709999,68.860001,68.389999,68.709999,62.414871,28035400
2013-03-21,68.080002,68.250000,67.769997,67.930000,61.706333,30050800
2013-03-22,68.209999,68.639999,68.129997,68.589996,62.305855,28837200
2013-03-25,68.809998,68.959999,68.010002,68.339996,62.078773,24909800
2013-03-26,68.599998,68.730003,68.449997,68.709999,62.414871,19725200
2013-03-27,68.239998,68.849998,68.139999,68.800003,62.496632,22539500
2013-03-28,68.800003,69.059998,68.639999,68.970001,62.651062,23662800
2013-04-01,69.019997,69.089996,68.309998,68.500000,62.224098,28112800
2013-04-02,68.830002,69.269997,68.769997,69.040001,62.714649,29431900
2013-04-03,69.080002,69.180000,68.239998,68.410004,62.142372,35131200
2013-04-04,68.379997,68.599998,68.059998,68.430000,62.160522,32287400
2013-04-05,67.349998,67.959999,67.190002,67.860001,61.642746,55610800
2013-04-08,67.889999,68.239998,67.690002,68.220001,61.969769,17891600
2013-04-09,68.400002,68.959999,68.089996,68.680000,62.387630,30931400
2013-04-10,68.919998,70.169998,68.879997,70.019997,63.604858,55271300
2013-04-11,69.849998,70.150002,69.769997,69.989998,63.577595,37233600
2013-04-12,69.820000,69.989998,69.410004,69.940002,63.532200,32783700
2013-04-15,69.680000,69.790001,68.480003,68.559998,62.278606,48795800
2013-04-16,68.949997,69.550003,68.809998,69.470001,63.105232,27682600
2013-04-17,68.870003,68.889999,67.709999,68.110001,61.869839,60204800
